Date,NFLX,JPM,GS,AAPL
2015-06-25,-0.021175631937246253,-0.005360854164169648,-0.0075080859288695345,-0.004761658801586965
2015-06-26,-0.018999150077800286,0.004369842478443076,0.0016442807236272117,-0.005882330545604608
2015-06-29,-0.009207785560642945,-0.02538036364059948,-0.025894867182366332,-0.01751483869927395
2015-06-30,0.01753352108593642,0.00833320447627739,0.005490219406592889,0.007227461412735003
2015-07-01,-0.0022681230346998094,0.011140733369816358,0.005507785567242518,0.009327906623842308
2015-07-02,0.004363473700849552,-0.008080158454189523,-0.003524676602456034,-0.0012638430434481762
2015-07-06,0.005605207546331092,-0.0028137365356089017,-0.0055445312474914354,-0.0034800338546918663
2015-07-07,-0.005075483640814449,-0.00787156789232868,0.0008169031138376415,-0.0024600356572358484
2015-07-08,-0.006209806213568592,-0.02050907492390186,-0.01993201077596851,-0.024823162837761092
2015-07-09,0.023741515292544868,0.010392991691613007,0.0036755262674945666,-0.020396727363329648
2015-07-10,0.01568444079881748,0.014218687350844306,0.011620564529978505,0.02673453345214094
2015-07-13,0.039685598091579566,0.015510609441321987,0.014141198364389762,0.019305711974290096
2015-07-14,-0.00708016351170071,0.01395251813610554,0.009709179292222814,-0.0003978884734400223
2015-07-15,-0.02233137659164519,0.002172375970934226,0.0037705501668217067,0.009632923647684866
2015-07-16,0.18016917150744116,0.005347627888423689,-0.00835855582043643,0.013325900955847514
2015-07-17,-0.008980234327361614,-0.005032109037011345,0.006061656172336782,0.008637283719167277
2015-07-20,-0.03676913579106156,0.0007228275810136076,-0.00032995784496514524,0.018901825197291444
2015-07-21,0.017729525376449118,-0.0023102830204710934,-0.004190275180965708,-0.009994922000312711
2015-07-22,-0.008976998640596645,0.014182565170296257,0.008274216244590793,-0.04229452957072499
2015-07-23,-0.012556067496671819,-0.00627858288457428,-0.010316628308345122,-0.00047919839616117343
2015-07-24,-0.006902835120466522,-0.010482200561729105,-0.01753113768410386,-0.005273097127540982
2015-07-27,-0.02661419544703625,-0.013061016764417288,-0.011237313994529763,-0.013895513557909078
2015-07-28,0.0044160595636140165,0.0005882597520994182,0.005950907425555929,0.004968632851827914
2015-07-29,0.001683819481819171,0.013079068997068788,0.0029089960928092573,-0.0031609646439944017
2015-07-30,0.04183783760675852,0.00145052016097158,0.001740804125751838,-0.005041244309688109
2015-07-31,0.02465041287362557,-0.007387219641925236,-0.010280065458713517,-0.008743922534700577
2015-08-03,-0.015309247112029523,0.0,-0.0018530970633061639,-0.023577827915534866
2015-08-04,0.07631489120114443,-0.001021751964034312,0.002345056702513837,-0.03208362049657043
2015-08-05,0.021130809132073436,0.003944252026507611,0.002583212989839767,0.0066293307473694885
2015-08-06,0.022148556172072897,-0.006984293901107552,-0.002965707678320051,0.0021760613474104407
2015-08-07,-0.023171216891172186,-0.002930225199863634,-0.008044803357995511,0.0033875999291905767
2015-08-10,-0.003966951725115964,0.012343993395312669,0.012435870249519088,0.0363570113869538
2015-08-11,-0.0023571561278121766,-0.009580413409205235,-0.020731200111464565,-0.05203786418251566
2015-08-12,-0.01816845173823578,-0.01451003037069798,-0.002826088042508723,0.015419965127999369
2015-08-13,0.026719783948415232,0.004610441775408702,-0.0019388458750657644,-0.0007812055725654465
2015-08-14,-0.0027479508450696244,0.005033371604430625,0.006376256089079657,0.007034580003613566
2015-08-17,0.01596564738186057,0.002651333225689445,0.0027224133171130926,0.010348134426756639
2015-08-18,-0.010449884749646143,0.002056727643160894,-0.006861751545144568,-0.0056333185065258196
2015-08-19,-0.016041962468423043,-0.008943010489628644,-0.0011431329522518796,-0.01278952631305863
2015-08-20,-0.07840406264329336,-0.02455619391904973,-0.020900885542137315,-0.020519958664195093
2015-08-21,-0.07582895316281446,-0.03548691457841324,-0.04579368851035681,-0.06116270896377751
2015-08-24,-0.06810313479612318,-0.05267281313773886,-0.04410389632074452,-0.02496263492609352
2015-08-25,0.04789429728730443,-0.00564305805687193,-0.006909418750203455,0.006012588996947343
2015-08-26,0.08481088352104083,0.05007505397626244,0.034675846859606896,0.05735492329454228
2015-08-27,0.06837380002257021,0.024956430137914154,0.02608483067066003,0.02944666525949069
2015-08-28,-0.00025502641303309925,-0.005428404141687326,-0.004295842221163748,0.0032764898396231423
2015-08-31,-0.022103192508963088,-0.00046746029931454824,0.004527118687881471,-0.004678113829762909
2015-09-01,-0.08032685353233737,-0.04134177401328187,-0.034358473492218544,-0.04469682639021921
2015-09-02,-0.0033084267992451455,0.018226387812628975,0.013123727529472218,0.04288902525414828
2015-09-03,-0.04154025779017312,0.0017580032348025743,0.0029806077577636536,-0.017535930436158087
2015-09-04,-0.022461871144913492,-0.018825983990589545,-0.0252889656480757,-0.009966545694089834
2015-09-08,-0.03887037080370759,0.0269920101372898,0.03049099874633665,0.027821066526846128
2015-09-09,0.04454979981978724,-0.015516307860338419,-0.0010760148037067818,-0.01923248073124828
2015-09-10,0.003024834148363631,0.007719695674851312,0.0012389101716518969,0.021969947285026104
2015-09-11,-0.01980298707504835,-0.0015961354007375528,-0.003442371091124441,0.014568894828135726
2015-09-14,-0.018664748794503305,-0.0028769831225865516,-0.007178915030937372,0.009631298435226698
2015-09-15,0.03626294421747889,0.01923679923990762,0.019082235439430884,0.00841188620334643
2015-09-16,0.04961676066199372,0.008807578137997707,0.006348347554743006,0.0011182754556400276
2015-09-17,0.0012490127894979608,-0.023230189044255334,-0.011609658013138291,-0.021390201804662445
2015-09-18,-0.015257617808841717,-0.027294341364029306,-0.029551613496474838,-0.00412565268446119
2015-09-21,-0.022607675236117508,0.00836870316649585,0.013319064778662737,0.01551350770900295
2015-09-22,-0.018245281908020994,-0.008787745883691245,-0.01979819857609799,-0.01571030450451938
2015-09-23,-0.004062166354424801,-0.004432991260765573,-0.0017245951500469703,0.008112630509321983
2015-09-24,0.058019806863592205,-0.006925701557283559,-0.013934814223033554,0.005948576339581013
2015-09-25,-0.014649231314252109,0.020756950377921912,0.016505246136570673,-0.00252189769318123
2015-09-28,-0.027093081973234234,-0.024239453801570776,-0.03786919165859248,-0.019788957986710987
2015-09-29,-0.011259703758291661,-0.0023338032037161227,-0.006704343513103561,-0.030060575352753083
2015-09-30,0.049923779748724195,0.01888378637168686,0.011055611963579182,0.011369908206787738
2015-10-01,0.026341285729537756,0.0073805546282839085,0.013006666479744577,-0.00652762606149726
2015-10-02,0.0012266205821880316,-0.002788039945233023,0.005624081637870537,0.00730039273623273
2015-10-05,0.048440291773469424,0.019898175460458578,0.020846320328584467,0.0036242408695044137
2015-10-06,-0.0262471745523174,0.0004836534243988222,-0.002102375931778089,0.004784182954686633
2015-10-07,-0.0021231732026765204,0.0012893051748721351,0.010591671962898008,-0.004761403529082386
2015-10-08,0.06318225649827158,0.0,-0.006365399654852055,-0.011554588166526436
2015-10-09,-0.0139215041318419,-0.0032191523666503796,-0.010382670006067296,0.023927006070671997
2015-10-12,0.001058811570182172,-0.003390814339123027,0.005803530892062536,-0.004638007723963722
2015-10-13,-0.03278971962428279,-0.002754372073284106,0.004106455640044082,0.001702480078415336
2015-10-14,0.004556638883656872,-0.025345082533176022,-0.00806793928669669,-0.014133771287869634
2015-10-15,-0.0829175972121392,0.03167184776092613,0.030360747921263975,0.014971486436152981
2015-10-16,-0.020773553765912722,0.008724927683626316,0.0011892418701207053,-0.00733068352310573
2015-10-19,0.027275529203995674,-0.0033634989144848415,0.0030238483659490445,0.006214153957036617
2015-10-20,-0.02655132769017743,0.004821385128997324,-0.0012381095877657122,0.018258267217772683
2015-10-21,-0.010405079316340271,-0.007357476464533774,-0.03131908910043135,-8.763237443942806e-05
2015-10-22,-0.006533272719781769,0.018208050263703646,0.02148057477590859,0.015295127138443387
2015-10-23,0.027949046745093575,0.010761187165843289,0.010568324505629167,0.030995701627157368
2015-10-26,0.029988004523642253,0.00046972192911431954,0.00814017329495087,-0.0319112763328705
2015-10-27,0.0002911372188503236,-0.004068831275503282,-0.003743295780723188,-0.006332195674730312
2015-10-28,0.026486886242522045,0.02922676539374569,0.02689108893894132,0.04120419425909705
2015-10-29,-0.006427223871091181,-0.004427321911720683,-0.007474513777061764,0.010564493050618351
2015-10-30,0.031012123493708188,-0.01472169510925303,-0.012586232407962084,-0.008545571127444473
2015-11-02,-0.006827808475019959,0.020077658015272393,0.011626789536920867,0.014058663358206047
2015-11-03,0.019509461966078723,0.003662025396499624,0.005324444358174141,0.011470472676717858
2015-11-04,0.03927469721057131,0.001064294001375865,0.00503470906782999,-0.004650186405859902
2015-11-05,-0.004822472924513765,0.00895961967672454,0.0019307340078433821,-0.004610343137530837
2015-11-06,0.004933899194658586,0.030403283431791994,0.03723545084987512,0.0011579765715516999
2015-11-09,-0.03682269891409218,-0.015629484268607108,-0.012100442467300465,-0.0040476375264796305
2015-11-10,0.025851049718845776,0.0043034479677726,0.005336519096718506,-0.03151673724756554
2015-11-11,0.0014197308468681946,-0.004875778308321088,-0.0021231075224937834,-0.005652331512648212
2015-11-12,-0.03491053003808753,-0.020044564224726114,-0.023405190556417432,-0.003358722660257829
2015-11-13,-0.04838410513826985,-0.006667043280677132,-0.012346581714966498,-0.029208778813812675
2015-11-16,0.07428844027869785,0.014490692522825865,0.009296606731217905,0.01637903833565746
2015-11-17,0.05163897690879948,-0.005713544217655131,-0.008274153325178224,-0.00429138317259381
2015-11-18,0.03014516503240605,0.019960620107884797,0.01621449201204128,0.03166488028919634
2015-11-19,-0.0033987900360598067,0.0031137563488592424,-0.003253337763039821,0.012703650041236969
2015-11-20,0.03011142139769074,-0.0017736408112437596,-0.008081572517644076,0.004377986674790391
2015-11-23,0.009609193124969106,-0.00977199055270872,-0.01190791939329272,-0.012992434877907355
